Altersgruppe,Bildungsgruppe,Gender,Frequency,Freq_ges,Percent,LowerCL,UpperCL,Bundesland,Standard,Variable,BundeslandId
Gesamt,Gesamt,Gesamt,27,174,15.267,10.202,22.223,Bremen,1,PAadiposB,4
Gesamt,Gesamt,Gesamt,78,630,15.235,11.444,19.997,Hamburg,1,PAadiposB,2
Gesamt,Gesamt,Gesamt,78,630,16.646,11.946,22.717,Hamburg,0,PAadiposB,2
Gesamt,Gesamt,Gesamt,88,413,19.453,14.897,24.992,Mecklenburg-Vorpommern,1,PAadiposB,13
Gesamt,Gesamt,Gesamt,88,413,22.375,16.894,29.013,Mecklenburg-Vorpommern,0,PAadiposB,13
Gesamt,Gesamt,Gesamt,113,500,20.493,16.097,25.722,Thüringen,1,PAadiposB,16
Gesamt,Gesamt,Gesamt,113,500,22.92,18.036,28.664,Thüringen,0,PAadiposB,16
Gesamt,Gesamt,Gesamt,114,729,18.757,14.699,23.624,Schleswig-Holstein,1,PAadiposB,1
Gesamt,Gesamt,Gesamt,114,729,19.641,15.383,24.732,Schleswig-Holstein,0,PAadiposB,1
Gesamt,Gesamt,Gesamt,120,537,21.003,16.537,26.294,Sachsen-Anhalt,1,PAadiposB,15
Gesamt,Gesamt,Gesamt,120,537,22.589,18.132,27.77,Sachsen-Anhalt,0,PAadiposB,15
Gesamt,Gesamt,Gesamt,159,800,22.455,18.344,27.18,Brandenburg,1,PAadiposB,12
Gesamt,Gesamt,Gesamt,159,800,23.313,19.194,28.01,Brandenburg,0,PAadiposB,12
Gesamt,Gesamt,Gesamt,166,920,18.566,15.042,22.696,Sachsen,1,PAadiposB,14
Gesamt,Gesamt,Gesamt,166,920,20.398,16.746,24.611,Sachsen,0,PAadiposB,14
Gesamt,Gesamt,Gesamt,184,953,16.728,13.634,20.36,Rheinland-Pfalz,1,PAadiposB,7
Gesamt,Gesamt,Gesamt,184,953,17.685,14.554,21.322,Rheinland-Pfalz,0,PAadiposB,7
Gesamt,Gesamt,Gesamt,249,1410,17.571,15.07,20.388,Hessen,1,PAadiposB,6
Gesamt,Gesamt,Gesamt,249,1410,18.121,15.568,20.989,Hessen,0,PAadiposB,6
Gesamt,Gesamt,Gesamt,303,2055,15.341,13.194,17.765,Berlin,1,PAadiposB,11
Gesamt,Gesamt,Gesamt,303,2055,15.672,13.39,18.262,Berlin,0,PAadiposB,11
Gesamt,Gesamt,Gesamt,322,1778,20.213,17.535,23.185,Niedersachsen,1,PAadiposB,3
Gesamt,Gesamt,Gesamt,322,1778,20.588,17.956,23.496,Niedersachsen,0,PAadiposB,3
Gesamt,Gesamt,Gesamt,362,2519,16.542,14.529,18.772,Baden-Württemberg,0,PAadiposB,8
Gesamt,Gesamt,Gesamt,362,2519,16.659,14.593,18.954,Baden-Württemberg,1,PAadiposB,8
Gesamt,Gesamt,Gesamt,372,1943,21.71,18.881,24.833,Saarland,0,PAadiposB,10
Gesamt,Gesamt,Gesamt,372,1943,21.739,18.603,25.24,Saarland,1,PAadiposB,10
Gesamt,Gesamt,Gesamt,467,2963,17.987,15.941,20.231,Bayern,1,PAadiposB,9
Gesamt,Gesamt,Gesamt,467,2963,18.066,16.044,20.282,Bayern,0,PAadiposB,9
Gesamt,Gesamt,Gesamt,744,4052,19.658,17.862,21.587,Nordrhein-Westfalen,1,PAadiposB,5
Gesamt,Gesamt,Gesamt,744,4052,19.8,18.021,21.708,Nordrhein-Westfalen,0,PAadiposB,5
Gesamt,Gesamt,Gesamt,3875,22414,19.005,18.211,19.825,Deutschland,0,PAadiposB,0
Gesamt,Obere,Gesamt,1648,11527,12.367,11.634,13.14,Deutschland,1,PAadiposB,0
Gesamt,Obere,Gesamt,1648,11527,13.207,12.454,13.999,Deutschland,0,PAadiposB,0
Gesamt,Mittlere,Gesamt,1894,9532,19.397,18.338,20.502,Deutschland,1,PAadiposB,0
Gesamt,Mittlere,Gesamt,1894,9532,19.588,18.563,20.655,Deutschland,0,PAadiposB,0
Gesamt,Untere,Gesamt,324,1301,25.528,22.778,28.487,Deutschland,0,PAadiposB,0
Gesamt,Untere,Gesamt,324,1301,26.771,23.658,30.132,Deutschland,1,PAadiposB,0
Gesamt,Gesamt,Männer,13,92,7.794,3.957,14.779,Bremen,0,PAadiposB,4
Gesamt,Gesamt,Männer,13,92,10.863,5.989,18.909,Bremen,1,PAadiposB,4
Gesamt,Gesamt,Männer,39,270,17.133,11.242,25.232,Hamburg,1,PAadiposB,2
Gesamt,Gesamt,Männer,39,270,19.766,11.99,30.819,Hamburg,0,PAadiposB,2
Gesamt,Gesamt,Männer,42,182,22.403,15.458,31.313,Mecklenburg-Vorpommern,1,PAadiposB,13
Gesamt,Gesamt,Männer,42,182,23.631,15.918,33.589,Mecklenburg-Vorpommern,0,PAadiposB,13
Gesamt,Gesamt,Männer,49,237,20.121,13.974,28.088,Thüringen,1,PAadiposB,16
Gesamt,Gesamt,Männer,49,237,21.192,14.622,29.687,Thüringen,0,PAadiposB,16
Gesamt,Gesamt,Männer,53,330,19.819,13.956,27.36,Schleswig-Holstein,1,PAadiposB,1
Gesamt,Gesamt,Männer,53,330,20.74,14.286,29.118,Schleswig-Holstein,0,PAadiposB,1
Gesamt,Gesamt,Männer,61,264,21.963,15.522,30.124,Sachsen-Anhalt,1,PAadiposB,15
Gesamt,Gesamt,Männer,61,264,22.766,16.242,30.943,Sachsen-Anhalt,0,PAadiposB,15
Gesamt,Gesamt,Männer,80,377,26.132,19.755,33.704,Brandenburg,1,PAadiposB,12
Gesamt,Gesamt,Männer,80,377,27.449,21.058,34.921,Brandenburg,0,PAadiposB,12
Gesamt,Gesamt,Männer,84,460,15.198,11.066,20.517,Rheinland-Pfalz,1,PAadiposB,7
Gesamt,Gesamt,Männer,84,460,15.802,11.739,20.937,Rheinland-Pfalz,0,PAadiposB,7
Gesamt,Gesamt,Männer,88,457,21.061,15.794,27.51,Sachsen,1,PAadiposB,14
Gesamt,Gesamt,Männer,88,457,21.83,16.571,28.194,Sachsen,0,PAadiposB,14
Gesamt,Gesamt,Männer,117,688,16.491,13.091,20.566,Hessen,1,PAadiposB,6
Gesamt,Gesamt,Männer,117,688,16.934,13.444,21.109,Hessen,0,PAadiposB,6
Gesamt,Gesamt,Männer,131,914,12.263,9.84,15.182,Berlin,1,PAadiposB,11
Gesamt,Gesamt,Männer,131,914,12.357,9.838,15.411,Berlin,0,PAadiposB,11
Gesamt,Gesamt,Männer,168,874,21.445,17.546,25.937,Niedersachsen,0,PAadiposB,3
Gesamt,Gesamt,Männer,168,874,21.48,17.479,26.107,Niedersachsen,1,PAadiposB,3
Gesamt,Gesamt,Männer,178,850,22.529,18.101,27.676,Saarland,1,PAadiposB,10
Gesamt,Gesamt,Männer,178,850,22.59,18.596,27.155,Saarland,0,PAadiposB,10
Gesamt,Gesamt,Männer,185,1232,15.711,13.05,18.798,Baden-Württemberg,0,PAadiposB,8
Gesamt,Gesamt,Männer,185,1232,15.794,13.071,18.962,Baden-Württemberg,1,PAadiposB,8
Gesamt,Gesamt,Männer,244,1387,19.125,16.193,22.446,Bayern,0,PAadiposB,9
Gesamt,Gesamt,Männer,244,1387,19.22,16.218,22.627,Bayern,1,PAadiposB,9
Gesamt,Gesamt,Männer,365,1983,20.036,17.442,22.909,Nordrhein-Westfalen,0,PAadiposB,5
Gesamt,Gesamt,Männer,365,1983,20.152,17.513,23.077,Nordrhein-Westfalen,1,PAadiposB,5
Gesamt,Gesamt,Männer,1902,10618,19.114,17.956,20.328,Deutschland,0,PAadiposB,0
Gesamt,Obere,Männer,1002,6352,13.697,12.636,14.832,Deutschland,1,PAadiposB,0
Gesamt,Obere,Männer,1002,6352,14.596,13.553,15.704,Deutschland,0,PAadiposB,0
Gesamt,Mittlere,Männer,788,3771,19.875,18.31,21.538,Deutschland,0,PAadiposB,0
Gesamt,Mittlere,Männer,788,3771,19.949,18.347,21.654,Deutschland,1,PAadiposB,0
Gesamt,Untere,Männer,109,467,25.911,21.327,31.092,Deutschland,0,PAadiposB,0
Gesamt,Untere,Männer,109,467,27.517,22.777,32.824,Deutschland,1,PAadiposB,0
18 - 29 Jahre,Gesamt,Frauen,610,884,66.623,62.38,70.612,Deutschland,0,PAnormalB,0
18 - 29 Jahre,Gesamt,Gesamt,1359,2073,63.311,60.49,66.043,Deutschland,0,PAnormalB,0
18 - 29 Jahre,Gesamt,Männer,741,1176,60.717,56.911,64.398,Deutschland,0,PAnormalB,0
30 - 44 Jahre,Gesamt,Frauen,1088,1866,55.116,51.926,58.264,Deutschland,0,PAnormalB,0
30 - 44 Jahre,Gesamt,Gesamt,1872,3722,47.744,45.463,50.035,Deutschland,0,PAnormalB,0
30 - 44 Jahre,Gesamt,Männer,777,1846,40.385,37.211,43.642,Deutschland,0,PAnormalB,0
45 - 64 Jahre,Gesamt,Frauen,2382,4739,46.959,44.905,49.024,Deutschland,0,PAnormalB,0
45 - 64 Jahre,Gesamt,Gesamt,3693,8864,38.536,37.052,40.043,Deutschland,0,PAnormalB,0
45 - 64 Jahre,Gesamt,Männer,1302,4108,30.351,28.278,32.507,Deutschland,0,PAnormalB,0
65 + Jahre,Gesamt,Frauen,1907,4247,41.102,38.765,43.481,Deutschland,0,PAnormalB,0
65 + Jahre,Gesamt,Gesamt,3101,7755,36.859,35.162,38.59,Deutschland,0,PAnormalB,0
65 + Jahre,Gesamt,Männer,1185,3488,31.413,29.001,33.929,Deutschland,0,PAnormalB,0
Gesamt,Gesamt,Frauen,34,82,34.641,24.112,46.925,Bremen,1,PAnormalB,4
Gesamt,Gesamt,Frauen,34,82,39.218,24.172,56.635,Bremen,0,PAnormalB,4
Gesamt,Gesamt,Frauen,107,228,47.155,37.844,56.669,Mecklenburg-Vorpommern,0,PAnormalB,13
Gesamt,Gesamt,Frauen,107,228,55.477,45.986,64.586,Mecklenburg-Vorpommern,1,PAnormalB,13
Gesamt,Gesamt,Frauen,112,261,42.52,34.414,51.049,Thüringen,0,PAnormalB,16
Gesamt,Gesamt,Frauen,112,261,43.483,35.343,51.991,Thüringen,1,PAnormalB,16
Gesamt,Gesamt,Frauen,116,271,43.337,35.54,51.478,Sachsen-Anhalt,0,PAnormalB,15
Gesamt,Gesamt,Frauen,116,271,43.904,35.637,52.524,Sachsen-Anhalt,1,PAnormalB,15
Gesamt,Gesamt,Frauen,183,422,43.977,37.297,50.882,Brandenburg,0,PAnormalB,12
Gesamt,Gesamt,Frauen,183,422,46.019,39.254,52.933,Brandenburg,1,PAnormalB,12
Gesamt,Gesamt,Frauen,197,398,47.851,40.725,55.066,Schleswig-Holstein,0,PAnormalB,1
Gesamt,Gesamt,Frauen,197,398,49.17,41.53,56.849,Schleswig-Holstein,1,PAnormalB,1
Gesamt,Gesamt,Frauen,210,358,56.149,48.71,63.322,Hamburg,0,PAnormalB,2
Gesamt,Gesamt,Frauen,210,358,57.24,50.085,64.105,Hamburg,1,PAnormalB,2
Gesamt,Gesamt,Frauen,226,460,49.726,43.323,56.139,Sachsen,0,PAnormalB,14
Gesamt,Gesamt,Frauen,226,460,54.484,47.644,61.158,Sachsen,1,PAnormalB,14
Gesamt,Gesamt,Frauen,238,491,47.509,41.114,53.987,Rheinland-Pfalz,0,PAnormalB,7
Gesamt,Gesamt,Frauen,238,491,48.105,41.355,54.924,Rheinland-Pfalz,1,PAnormalB,7
Gesamt,Gesamt,Frauen,371,719,52.236,47.02,57.404,Hessen,0,PAnormalB,6
Gesamt,Gesamt,Frauen,371,719,53.252,47.914,58.516,Hessen,1,PAnormalB,6
Gesamt,Gesamt,Frauen,491,904,49.947,45.486,54.408,Niedersachsen,0,PAnormalB,3
Gesamt,Gesamt,Frauen,491,904,50.919,46.256,55.566,Niedersachsen,1,PAnormalB,3
Gesamt,Gesamt,Frauen,501,1089,41.627,37.152,46.245,Saarland,0,PAnormalB,10
Gesamt,Gesamt,Frauen,501,1089,42.584,37.418,47.918,Saarland,1,PAnormalB,10
Gesamt,Gesamt,Frauen,593,1130,51.465,47.075,55.832,Berlin,1,PAnormalB,11
Gesamt,Gesamt,Frauen,593,1130,51.472,47.043,55.879,Berlin,0,PAnormalB,11
Gesamt,Gesamt,Frauen,702,1280,53.509,49.709,57.269,Baden-Württemberg,0,PAnormalB,8
Gesamt,Gesamt,Frauen,702,1280,53.816,49.933,57.653,Baden-Württemberg,1,PAnormalB,8
Gesamt,Gesamt,Frauen,865,1566,52.708,49.128,56.26,Bayern,0,PAnormalB,9
Gesamt,Gesamt,Frauen,865,1566,53.538,49.911,57.128,Bayern,1,PAnormalB,9
Gesamt,Gesamt,Frauen,1031,2060,48.68,45.569,51.801,Nordrhein-Westfalen,0,PAnormalB,5
Gesamt,Gesamt,Frauen,1031,2060,49.114,45.917,52.318,Nordrhein-Westfalen,1,PAnormalB,5
Gesamt,Gesamt,Frauen,5987,11736,49.993,48.621,51.364,Deutschland,0,PAnormalB,0
Gesamt,Obere,Frauen,2935,5147,60.102,58.261,61.914,Deutschland,1,PAnormalB,0
Gesamt,Obere,Frauen,2935,5147,60.356,58.544,62.14,Deutschland,0,PAnormalB,0
Gesamt,Mittlere,Frauen,2707,5740,48.791,47.063,50.522,Deutschland,0,PAnormalB,0
Gesamt,Mittlere,Frauen,2707,5740,49.527,47.699,51.357,Deutschland,1,PAnormalB,0
Gesamt,Untere,Frauen,332,825,42.69,38.055,47.458,Deutschland,1,PAnormalB,0
Gesamt,Untere,Frauen,332,825,42.702,38.695,46.807,Deutschland,0,PAnormalB,0
Gesamt,Gesamt,Gesamt,75,174,43.773,35.639,52.255,Bremen,1,PAnormalB,4
Gesamt,Gesamt,Gesamt,75,174,47.556,35.746,59.647,Bremen,0,PAnormalB,4
Gesamt,Gesamt,Gesamt,167,413,37.844,31.346,44.81,Mecklenburg-Vorpommern,0,PAnormalB,13
Gesamt,Gesamt,Gesamt,167,413,43.327,36.681,50.223,Mecklenburg-Vorpommern,1,PAnormalB,13
Gesamt,Gesamt,Gesamt,196,500,42.289,36.104,48.724,Thüringen,0,PAnormalB,16
Gesamt,Gesamt,Gesamt,196,500,42.762,36.782,48.962,Thüringen,1,PAnormalB,16
Gesamt,Gesamt,Gesamt,201,537,37.908,32.387,43.76,Sachsen-Anhalt,0,PAnormalB,15
Gesamt,Gesamt,Gesamt,201,537,39.305,33.504,45.425,Sachsen-Anhalt,1,PAnormalB,15
Gesamt,Gesamt,Gesamt,305,800,38.553,33.798,43.538,Brandenburg,0,PAnormalB,12
Gesamt,Gesamt,Gesamt,305,800,40.589,35.604,45.775,Brandenburg,1,PAnormalB,12
Gesamt,Gesamt,Gesamt,319,729,42.872,37.631,48.278,Schleswig-Holstein,0,PAnormalB,1
Gesamt,Gesamt,Gesamt,319,729,43.426,38.034,48.978,Schleswig-Holstein,1,PAnormalB,1
Gesamt,Gesamt,Gesamt,322,630,49.338,43.654,55.039,Hamburg,0,PAnormalB,2
Gesamt,Gesamt,Gesamt,322,630,50.029,44.718,55.339,Hamburg,1,PAnormalB,2
Gesamt,Gesamt,Gesamt,391,920,43.373,38.873,47.985,Sachsen,0,PAnormalB,14
Gesamt,Gesamt,Gesamt,391,920,46.122,41.337,50.98,Sachsen,1,PAnormalB,14
Gesamt,Gesamt,Gesamt,419,953,45.069,40.437,49.788,Rheinland-Pfalz,0,PAnormalB,7
Gesamt,Gesamt,Gesamt,419,953,46.254,41.431,51.149,Rheinland-Pfalz,1,PAnormalB,7
Gesamt,Gesamt,Gesamt,642,1410,45.99,42.246,49.78,Hessen,0,PAnormalB,6
Gesamt,Gesamt,Gesamt,642,1410,46.526,42.72,50.373,Hessen,1,PAnormalB,6
Gesamt,Gesamt,Gesamt,796,1943,39.375,36.09,42.759,Saarland,0,PAnormalB,10
Gesamt,Gesamt,Gesamt,796,1943,39.666,36.02,43.431,Saarland,1,PAnormalB,10
Gesamt,Gesamt,Gesamt,808,1778,42.743,39.533,46.016,Niedersachsen,0,PAnormalB,3
Gesamt,Gesamt,Gesamt,808,1778,43.293,39.962,46.686,Niedersachsen,1,PAnormalB,3
Gesamt,Gesamt,Gesamt,996,2055,48.096,44.768,51.44,Berlin,1,PAnormalB,11
Gesamt,Gesamt,Gesamt,996,2055,48.711,45.339,52.096,Berlin,0,PAnormalB,11
Gesamt,Gesamt,Gesamt,1208,2519,46.817,44.076,49.577,Baden-Württemberg,1,PAnormalB,8
Gesamt,Gesamt,Gesamt,1208,2519,46.929,44.231,49.644,Baden-Württemberg,0,PAnormalB,8
Gesamt,Gesamt,Gesamt,1383,2963,44.119,41.593,46.676,Bayern,0,PAnormalB,9
Gesamt,Gesamt,Gesamt,1383,2963,44.214,41.649,46.81,Bayern,1,PAnormalB,9
Gesamt,Gesamt,Gesamt,1779,4052,43.869,41.639,46.124,Nordrhein-Westfalen,0,PAnormalB,5
Gesamt,Gesamt,Gesamt,1779,4052,43.914,41.639,46.216,Nordrhein-Westfalen,1,PAnormalB,5
Gesamt,Gesamt,Gesamt,10025,22414,44.209,43.221,45.201,Deutschland,0,PAnormalB,0
Gesamt,Obere,Gesamt,5407,11527,49.048,47.83,50.268,Deutschland,0,PAnormalB,0
Gesamt,Obere,Gesamt,5407,11527,51.637,50.344,52.928,Deutschland,1,PAnormalB,0
Gesamt,Mittlere,Gesamt,4073,9532,43.453,42.131,44.784,Deutschland,0,PAnormalB,0
Gesamt,Mittlere,Gesamt,4073,9532,43.512,42.14,44.895,Deutschland,1,PAnormalB,0
Gesamt,Untere,Gesamt,522,1301,37.047,33.666,40.559,Deutschland,1,PAnormalB,0
Gesamt,Untere,Gesamt,522,1301,39.611,36.492,42.816,Deutschland,0,PAnormalB,0
Gesamt,Gesamt,Männer,41,92,51.171,39.901,62.324,Bremen,1,PAnormalB,4
Gesamt,Gesamt,Männer,41,92,55.835,38.631,71.743,Bremen,0,PAnormalB,4
Gesamt,Gesamt,Männer,59,182,30.022,21.522,40.162,Mecklenburg-Vorpommern,0,PAnormalB,13
Gesamt,Gesamt,Männer,59,182,32.414,24.063,42.058,Mecklenburg-Vorpommern,1,PAnormalB,13
Gesamt,Gesamt,Männer,82,237,40.728,31.699,50.429,Thüringen,0,PAnormalB,16
Gesamt,Gesamt,Männer,82,237,41.022,32.515,50.102,Thüringen,1,PAnormalB,16
Gesamt,Gesamt,Männer,84,264,32.297,24.985,40.59,Sachsen-Anhalt,0,PAnormalB,15
Gesamt,Gesamt,Männer,84,264,34.864,27.058,43.575,Sachsen-Anhalt,1,PAnormalB,15
Gesamt,Gesamt,Männer,111,270,41.606,33.356,50.354,Hamburg,0,PAnormalB,2
Gesamt,Gesamt,Männer,111,270,41.682,34.177,49.594,Hamburg,1,PAnormalB,2
Gesamt,Gesamt,Männer,122,330,37.636,30.2,45.704,Schleswig-Holstein,0,PAnormalB,1
Gesamt,Gesamt,Männer,122,330,37.711,30.406,45.621,Schleswig-Holstein,1,PAnormalB,1
Gesamt,Gesamt,Männer,122,377,33.327,26.87,40.476,Brandenburg,0,PAnormalB,12
Gesamt,Gesamt,Männer,122,377,35.809,28.76,43.53,Brandenburg,1,PAnormalB,12
Gesamt,Gesamt,Männer,164,457,36.95,30.866,43.479,Sachsen,0,PAnormalB,14
Gesamt,Gesamt,Männer,164,457,37.915,31.649,44.611,Sachsen,1,PAnormalB,14
Gesamt,Gesamt,Männer,181,460,43.271,36.64,50.153,Rheinland-Pfalz,0,PAnormalB,7
Gesamt,Gesamt,Männer,181,460,45.034,38.187,52.074,Rheinland-Pfalz,1,PAnormalB,7
Gesamt,Gesamt,Männer,268,688,39.199,34.036,44.615,Hessen,0,PAnormalB,6
Gesamt,Gesamt,Männer,268,688,39.497,34.305,44.937,Hessen,1,PAnormalB,6
Gesamt,Gesamt,Männer,295,850,36.857,31.76,42.266,Saarland,1,PAnormalB,10
Gesamt,Gesamt,Männer,295,850,37.146,32.349,42.211,Saarland,0,PAnormalB,10
Gesamt,Gesamt,Männer,317,874,35.361,30.857,40.142,Niedersachsen,0,PAnormalB,3
Gesamt,Gesamt,Männer,317,874,35.832,31.181,40.766,Niedersachsen,1,PAnormalB,3
Gesamt,Gesamt,Männer,394,914,44.293,39.324,49.378,Berlin,1,PAnormalB,11
Gesamt,Gesamt,Männer,394,914,45.395,40.259,50.63,Berlin,0,PAnormalB,11
Gesamt,Gesamt,Männer,501,1232,39.717,35.961,43.598,Baden-Württemberg,1,PAnormalB,8
Gesamt,Gesamt,Männer,501,1232,40.046,36.318,43.893,Baden-Württemberg,0,PAnormalB,8
Gesamt,Gesamt,Männer,513,1387,35.145,31.692,38.76,Bayern,1,PAnormalB,9
Gesamt,Gesamt,Männer,513,1387,35.494,32.057,39.088,Bayern,0,PAnormalB,9
Gesamt,Gesamt,Männer,743,1983,38.927,35.727,42.225,Nordrhein-Westfalen,1,PAnormalB,5
Gesamt,Gesamt,Männer,743,1983,38.948,35.786,42.206,Nordrhein-Westfalen,0,PAnormalB,5
Gesamt,Gesamt,Männer,4005,10618,38.274,36.873,39.695,Deutschland,0,PAnormalB,0
Gesamt,Obere,Männer,2454,6352,40.81,39.226,42.413,Deutschland,0,PAnormalB,0
Gesamt,Obere,Männer,2454,6352,43.166,41.391,44.959,Deutschland,1,PAnormalB,0
Gesamt,Mittlere,Männer,1355,3771,37.403,35.399,39.451,Deutschland,1,PAnormalB,0
Gesamt,Mittlere,Männer,1355,3771,37.612,35.629,39.638,Deutschland,0,PAnormalB,0
Gesamt,Untere,Männer,187,467,31.967,27.195,37.15,Deutschland,1,PAnormalB,0
Gesamt,Untere,Männer,187,467,35.542,30.677,40.724,Deutschland,0,PAnormalB,0
18 - 29 Jahre,Gesamt,Frauen,212,884,26.185,22.5,30.238,Deutschland,0,PAueberB,0
18 - 29 Jahre,Gesamt,Gesamt,624,2073,31.932,29.286,34.7,Deutschland,0,PAueberB,0
18 - 29 Jahre,Gesamt,Männer,407,1176,36.545,32.907,40.344,Deutschland,0,PAueberB,0
30 - 44 Jahre,Gesamt,Frauen,708,1866,40.752,37.667,43.912,Deutschland,0,PAueberB,0
30 - 44 Jahre,Gesamt,Gesamt,1768,3722,49.5,47.211,51.79,Deutschland,0,PAueberB,0
30 - 44 Jahre,Gesamt,Männer,1057,1846,58.199,54.92,61.408,Deutschland,0,PAueberB,0
45 - 64 Jahre,Gesamt,Frauen,2250,4739,51.072,49.002,53.138,Deutschland,0,PAueberB,0
45 - 64 Jahre,Gesamt,Gesamt,5045,8864,59.989,58.469,61.49,Deutschland,0,PAueberB,0
45 - 64 Jahre,Gesamt,Männer,2787,4108,68.652,66.461,70.763,Deutschland,0,PAueberB,0
65 + Jahre,Gesamt,Frauen,2233,4247,56.335,53.938,58.703,Deutschland,0,PAueberB,0
65 + Jahre,Gesamt,Gesamt,4532,7755,61.524,59.778,63.241,Deutschland,0,PAueberB,0
65 + Jahre,Gesamt,Männer,2289,3488,68.157,65.633,70.578,Deutschland,0,PAueberB,0
Gesamt,Gesamt,Frauen,45,82,53.161,36.53,69.119,Bremen,0,PAueberB,4
Gesamt,Gesamt,Frauen,45,82,60.546,48.07,71.784,Bremen,1,PAueberB,4
Gesamt,Gesamt,Frauen,117,228,41.971,33.086,51.409,Mecklenburg-Vorpommern,1,PAueberB,13
Gesamt,Gesamt,Frauen,117,228,50.382,40.892,59.844,Mecklenburg-Vorpommern,0,PAueberB,13
Gesamt,Gesamt,Frauen,140,358,40.472,33.687,47.641,Hamburg,1,PAueberB,2
Gesamt,Gesamt,Frauen,140,358,41.62,34.513,49.093,Hamburg,0,PAueberB,2
Gesamt,Gesamt,Frauen,144,261,54.072,45.609,62.307,Thüringen,1,PAueberB,16
Gesamt,Gesamt,Frauen,144,261,55.48,46.996,63.655,Thüringen,0,PAueberB,16
Gesamt,Gesamt,Frauen,145,271,50.101,41.652,58.544,Sachsen-Anhalt,1,PAueberB,15
Gesamt,Gesamt,Frauen,145,271,51.517,43.543,59.415,Sachsen-Anhalt,0,PAueberB,15
Gesamt,Gesamt,Frauen,193,398,48.263,40.69,55.916,Schleswig-Holstein,1,PAueberB,1
Gesamt,Gesamt,Frauen,193,398,50.005,42.846,57.164,Schleswig-Holstein,0,PAueberB,1
Gesamt,Gesamt,Frauen,230,460,44.511,37.885,51.337,Sachsen,1,PAueberB,14
Gesamt,Gesamt,Frauen,230,460,49.579,43.184,55.989,Sachsen,0,PAueberB,14
Gesamt,Gesamt,Frauen,234,422,51.78,44.907,58.587,Brandenburg,1,PAueberB,12
Gesamt,Gesamt,Frauen,234,422,54.018,47.129,60.756,Brandenburg,0,PAueberB,12
Gesamt,Gesamt,Frauen,234,491,46.481,39.816,53.273,Rheinland-Pfalz,1,PAueberB,7
Gesamt,Gesamt,Frauen,234,491,47.591,41.218,54.043,Rheinland-Pfalz,0,PAueberB,7
Gesamt,Gesamt,Frauen,323,719,43.202,38.07,48.485,Hessen,1,PAueberB,6
Gesamt,Gesamt,Frauen,323,719,44.282,39.224,49.462,Hessen,0,PAueberB,6
Gesamt,Gesamt,Frauen,397,904,45.939,41.31,50.639,Niedersachsen,1,PAueberB,3
Gesamt,Gesamt,Frauen,397,904,47.016,42.562,51.517,Niedersachsen,0,PAueberB,3
Gesamt,Gesamt,Frauen,494,1130,44.155,39.787,48.614,Berlin,0,PAueberB,11
Gesamt,Gesamt,Frauen,494,1130,44.319,39.994,48.73,Berlin,1,PAueberB,11
Gesamt,Gesamt,Frauen,527,1280,42.315,38.53,46.192,Baden-Württemberg,1,PAueberB,8
Gesamt,Gesamt,Frauen,527,1280,42.634,38.925,46.428,Baden-Württemberg,0,PAueberB,8
Gesamt,Gesamt,Frauen,556,1089,51.273,45.879,56.638,Saarland,1,PAueberB,10
Gesamt,Gesamt,Frauen,556,1089,52.879,48.159,57.549,Saarland,0,PAueberB,10
Gesamt,Gesamt,Frauen,647,1566,43.507,39.944,47.138,Bayern,1,PAueberB,9
Gesamt,Gesamt,Frauen,647,1566,44.488,40.951,48.082,Bayern,0,PAueberB,9
Gesamt,Gesamt,Frauen,971,2060,46.675,43.503,49.875,Nordrhein-Westfalen,1,PAueberB,5
Gesamt,Gesamt,Frauen,971,2060,47.343,44.245,50.461,Nordrhein-Westfalen,0,PAueberB,5
Gesamt,Gesamt,Frauen,5403,11736,46.618,45.254,47.988,Deutschland,0,PAueberB,0
Gesamt,Obere,Frauen,2043,5147,35.238,33.54,36.974,Deutschland,0,PAueberB,0
Gesamt,Obere,Frauen,2043,5147,35.465,33.744,37.225,Deutschland,1,PAueberB,0
Gesamt,Mittlere,Frauen,2890,5740,47.623,45.808,49.443,Deutschland,1,PAueberB,0
Gesamt,Mittlere,Frauen,2890,5740,48.498,46.777,50.223,Deutschland,0,PAueberB,0
Gesamt,Untere,Frauen,460,825,52.838,48.072,57.552,Deutschland,1,PAueberB,0
Gesamt,Untere,Frauen,460,825,53.016,48.913,57.079,Deutschland,0,PAueberB,0
Gesamt,Gesamt,Gesamt,95,174,48.029,36.287,59.993,Bremen,0,PAueberB,4
Gesamt,Gesamt,Gesamt,95,174,53.101,44.658,61.37,Bremen,1,PAueberB,4
Gesamt,Gesamt,Gesamt,240,413,53.783,46.918,60.507,Mecklenburg-Vorpommern,1,PAueberB,13
Gesamt,Gesamt,Gesamt,240,413,58.542,51.4,65.343,Mecklenburg-Vorpommern,0,PAueberB,13
Gesamt,Gesamt,Gesamt,296,630,48.02,42.726,53.359,Hamburg,1,PAueberB,2
Gesamt,Gesamt,Gesamt,296,630,48.731,43.029,54.466,Hamburg,0,PAueberB,2
Gesamt,Gesamt,Gesamt,298,500,55.679,49.501,61.687,Thüringen,1,PAueberB,16
Gesamt,Gesamt,Gesamt,298,500,56.487,50.079,62.686,Thüringen,0,PAueberB,16
Gesamt,Gesamt,Gesamt,323,537,56.76,50.622,62.698,Sachsen-Anhalt,1,PAueberB,15
