Variablenübersicht (nur generierte und nicht interne Variablen);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Studie;Thema und Fragebogenausschnitt;Unterthema;Varname;;DStyp ID;Datensatztyp;Varlabel;Originalvariable;Dateninfo;SyntaxGenVar;VarLevel; Valuelabel Set;Ausprägungen;Text Dt
GEDA19;Soziodemografie (1704);Bildung (170402);SDbild4F;;17;Abt2_DS;Höchster berufl. Ausbildungs- oder Hochschul/Fachhochschulabschluss;SDbild1H SDbild4F_h1 SDbild4F_h2 SDbild4F-H3;"Variable dient zur Bildung von SDisced und SDcasmin.
Wurde aus SDbild1H, SDbild4F_h1, SDbild4F_h2 und SDbild4F_h3 zusammengesetzt. Änderungen in den Kategorien gegenüber GEDA14.";"if SDbild4F_h1=1 then SDbild4F= 15 ;
if SDbild4F_h1=2 and SDbild4F_h3=1 then SDbild4F= 1;
if SDbild4F_h1=2 and SDbild4F_h3=2 then SDbild4F= 2;
if SDbild4F_h1=2 and SDbild4F_h3=3 then SDbild4F= 3;
if (SDbild4F_h1=2 and SDbild4F_h3 in (.W .K)) then SDbild4F= 4;
if SDbild4F_h1=3 then SDbild4F= 5;
if SDbild4F_h1=4 then SDbild4F= 6;
if SDbild4F_h1=5 then SDbild4F= 7;
if SDbild4F_h1=6 then SDbild4F= 8;
if (SDbild4F_h1= 7 and SDbild4F_h2 in (.W .K)) then SDbild4F= 9;
if SDbild4F_h1= 7 and SDbild4F_h2 = 1 then SDbild4F= 10;
if SDbild4F_h1= 7 and SDbild4F_h2 = 2 then SDbild4F= 11;
if SDbild4F_h1= 8 then SDbild4F= 12;
if SDbild4F_h1=9 then SDbild4F= 13;
if SDbild4F_h1=10 then SDbild4F= 14;";Ordinal;SDbild4F1f;;
;;;;;;;;;;;;;1;Berufsakademie, Verwaltungsfachhochschule
;;;;;;;;;;;;;10;Einjährige Ausbildung an Schule für Gesundheits- und Sozialberufe
;;;;;;;;;;;;;11;Zwei bis dreijährige Ausbildung an Schule für Gesundheits- und Sozialberufe
;;;;;;;;;;;;;12;Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung
;;;;;;;;;;;;;13;Lehre, Berufsfachschule, Kollegschule
;;;;;;;;;;;;;14;Anlernausbildung, berufliches Praktikum, Berufsvorbereitungsjahr
;;;;;;;;;;;;;15;Kein beruflicher Abschluss
;;;;;;;;;;;;;2;Fachhochschule, Ingenieurschule, nicht universitäre Hochschule
;;;;;;;;;;;;;3;Universität/Hochschule
;;;;;;;;;;;;;4;Hochschulabschluss o.n.A. zur Art der Hochschule/Fachhochschule
;;;;;;;;;;;;;5;Meister/in, Techniker/in oder gleichwertiger Fachschulabschluss
;;;;;;;;;;;;;6;Schulen für Erzieher/innen
;;;;;;;;;;;;;7;Fachakademie (Bayern)
;;;;;;;;;;;;;8;Fachschule der DDR
;;;;;;;;;;;;;9;Ausbildung Schule Gesundheits-Sozialberufe o.n.A.
GEDA19;Soziodemografie (1704);Bildung (170402);SDisced11zE;;17;Abt2_DS;ISCED (2011) - Klassifikation, 3stellig;SDbild1H SDbild4F_h1 SDbild4F_h2 SDhba3D;Die Variable wurde analog zu GEDA14 gebildet. Sie hat einen Versionsbuchstaben, da die Originalvariablen anders gefragt wurden als in GEDA14.;"/*
* keine Angabe zum Berufsabschluss (aus GEDA14)
replace SDisced2011z = . if (SDbild4C == .) & (SDbild1D == .)
replace SDisced2011z = 100 if (SDbild4C == .) & (SDbild1D == .f)
replace SDisced2011z = 244 if (SDbild4C == .) & (SDbild1D == 8)
replace SDisced2011z = 100 if (SDbild4C == .) & (SDbild1D == 1)
replace SDisced2011z = 244 if (SDbild4C == .) & inrange(SDbild1D,2,5)
replace SDisced2011z = 344 if (SDbild4C == .) & inrange(SDbild1D,6,7) */
if (SDbild4F_h1 in (.W .K) and SDbild1H in (.W .K))  then SDisced11zE = .;
if (SDbild4F_h1 in (.W .K) and SDbild1H in (5 6))  then SDisced11zE = 100;
if (SDbild4F_h1 in (.W .K) and (SDbild1H = 4))  then SDisced11zE = 100;
if (SDbild4F_h1 in (.W .K) and SDbild1H in (2 3 )) then SDisced11zE = 244;
if (SDbild4F_h1 in (.W .K) and SDbild1H = 1) then SDisced11zE = 344;


/*
* kein beruflicher Abschluss
replace SDisced2011z = 100 if (SDbild4C == .f) & (SDbild1D == .)
replace SDisced2011z = 100 if (SDbild4C == .f) & (SDbild1D == .f)
replace SDisced2011z = 244 if (SDbild4C == .f) & (SDbild1D == 8)
replace SDisced2011z = 100 if (SDbild4C == .f) & (SDbild1D == 1)
replace SDisced2011z = 244 if (SDbild4C == .f) & inrange(SDbild1D,2,5)
replace SDisced2011z = 344 if (SDbild4C == .f) & inrange(SDbild1D,6,7) */
if (SDbild4F = 15) and (SDbild1H in (.W .K))   then SDisced11zE = 100;
if (SDbild4F = 15) and (SDbild1H in (5 6))   then SDisced11zE = 100;
if (SDbild4F = 15) and (SDbild1H = 4)  then SDisced11zE = 100;
if (SDbild4F = 15) and SDbild1H in (2 3) then SDisced11zE = 244;
if (SDbild4F = 15) and SDbild1H in (1) then SDisced11zE = 344;

/*
* Berufsabschluss ohne nähere Angabe (Annahme: Anlernausbildung)
replace SDisced2011z = 253 if (SDbild4C == 18) & (SDbild1D == .)
replace SDisced2011z = 253 if (SDbild4C == 18) & (SDbild1D == .f)
replace SDisced2011z = 244 if (SDbild4C == 18) & (SDbild1D == 8)
replace SDisced2011z = 253 if (SDbild4C == 18) & (SDbild1D == 1)
replace SDisced2011z = 244 if (SDbild4C == 18) & inrange(SDbild1D,2,5)
replace SDisced2011z = 344 if (SDbild4C == 18) & inrange(SDbild1D,6,7) */
/* --> diese Kategorie gibt es nicht in GEDA19*/


/*
* Anlernausbildung und Berufsvorbereitungsjahr
replace SDisced2011z = 253 if inrange(SDbild4C,1,2) & (SDbild1D == .)
replace SDisced2011z = 253 if inrange(SDbild4C,1,2) & (SDbild1D == .f)
replace SDisced2011z = 244 if inrange(SDbild4C,1,2) & (SDbild1D == 8)
replace SDisced2011z = 253 if inrange(SDbild4C,1,2) & (SDbild1D == 1)
replace SDisced2011z = 244 if inrange(SDbild4C,1,2) & inrange(SDbild1D,2,5)
replace SDisced2011z = 344 if inrange(SDbild4C,1,2) & inrange(SDbild1D,6,7) */
if SDbild4F = 14 and SDbild1H in (.W .K)   then SDisced11zE = 253;
if SDbild4F = 14 and SDbild1H in (5 6)  then SDisced11E = 253;  
if SDbild4F = 14  and SDbild1H = 4    then SDisced11zE = 253;
if SDbild4F = 14  and SDbild1H in (2 3)  then SDisced11zE = 244;  
if SDbild4F = 14  and SDbild1H = 1  then SDisced1zEe = 344; 

/*
* Lehre und Berufsfachschule
replace SDisced2011z = 354 if inrange(SDbild4C,3,4) & (SDbild1D == .)
replace SDisced2011z = 354 if inrange(SDbild4C,3,4) & (SDbild1D == .f)
replace SDisced2011z = 354 if inrange(SDbild4C,3,4) & (SDbild1D == 8)
replace SDisced2011z = 354 if inrange(SDbild4C,3,4) & (SDbild1D == 1)
replace SDisced2011z = 354 if inrange(SDbild4C,3,4) & inrange(SDbild1D,2,5)
replace SDisced2011z = 454 if inrange(SDbild4C,3,4) & inrange(SDbild1D,6,7) */
if SDbild4F = 13  and SDbild1H in (5 6)    then SDisced11E = 354; 
if SDbild4F = 13  and (SDbild1H = 4)     then SDisced11zE = 354; 
if SDbild4F = 13  and SDbild1H in (2 3)   then SDisced11zE = 354; 
if SDbild4F = 13  and SDbild1H = 1    then SDisced11zE = 454; 

/*
* Vorbereitungsdienst öffentlicher Dienst und 1-jähriger Bildungsgang
replace SDisced2011z = 353 if inrange(SDbild4C,5,6) & (SDbild1D == .)
replace SDisced2011z = 353 if inrange(SDbild4C,5,6) & (SDbild1D == .f)
replace SDisced2011z = 353 if inrange(SDbild4C,5,6) & (SDbild1D == 8)
replace SDisced2011z = 353 if inrange(SDbild4C,5,6) & (SDbild1D == 1)
replace SDisced2011z = 353 if inrange(SDbild4C,5,6) & inrange(SDbild1D,2,5)
replace SDisced2011z = 454 if inrange(SDbild4C,5,6) & inrange(SDbild1D,6,7) */

if SDbild4F in (10 12) and SDbild1H in (5 6)   then SDisced11zE = 353;
if SDbild4F in (10 12) and (SDbild1H = 4)    then SDisced11zE = 353;
if SDbild4F in (10 12) and SDbild1H in (2 3 ) then SDisced11zE = 353;
if SDbild4F in (10 12) and SDbild1H in (6,7) then SDisced11ze = 454;

/*
* 2-jähriger und 3-jähriger Bildungsgang
replace SDisced2011z = 453 if inrange(SDbild4C,7,8) & (SDbild1D == .)
replace SDisced2011z = 453 if inrange(SDbild4C,7,8) & (SDbild1D == .f)
replace SDisced2011z = 453 if inrange(SDbild4C,7,8) & (SDbild1D == 8)
replace SDisced2011z = 453 if inrange(SDbild4C,7,8) & (SDbild1D == 1)
replace SDisced2011z = 453 if inrange(SDbild4C,7,8) & inrange(SDbild1D,2,5)
replace SDisced2011z = 454 if inrange(SDbild4C,7,8) & inrange(SDbild1D,6,7) */

if SDbild4F = 11 and SDbild1H in (5 6)   then SDisced11zE = 453;
if SDbild4F = 11 and (SDbild1H = 4)    then SDisced11zE = 453;
if SDbild4F = 11 and SDbild1H in (2 3) then SDisced11zE = 453;
if SDbild4F = 11 and SDbild1H = 1 then SDisced11zE = 454;

/*
* Ausbildungsstätten für Erzieher, Meister, Fachschule DDR, Fachakademie Bayern 
replace SDisced2011z = 650 if inrange(SDbild4C,9,12) & (SDbild1D == .)
replace SDisced2011z = 650 if inrange(SDbild4C,9,12) & (SDbild1D == .f)
replace SDisced2011z = 650 if inrange(SDbild4C,9,12) & inrange(SDbild1D,1,8) */
if SDbild4F in (5 6 7 8) and SDbild1H in (1 2 3 4 5 6) then SDisced11zE = 650;

/*
* Hochschulabschlüsse (Berufsakademie, Verwaltungs-FH, Fachhochschule), nach Art des Hochschulabschlusses (Bachelor und Diplom)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & (SDbild1D == .) & inlist(SDhba3B,1,3)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & (SDbild1D == .f) & inlist(SDhba3B,1,3)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & inrange(SDbild1D,1,8) & inlist(SDhba3B,1,3) */
if SDbild4F in (1 2) and (SDbild1H in (1 2 3 4 5 6)) and SDhba3D in (1,3)    then SDisced11zE = 640;


/*
* Hochschulabschluss (Berufsakademie, Verwaltungs-FH, Fachhochschule),ohne Angabe der Art des Abschlusses (Annahme: Bachelor)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & (SDbild1D == .) & (SDhba3B == .)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & (SDbild1D == .f) & (SDhba3B == .)
replace SDisced2011z = 640 if inrange(SDbild4C,13,15) & inrange(SDbild1D,1,8) & (SDhba3B == .) */
if SDbild4F in (1 2) and SDbild1H in (1 2 3 4 5 6) and SDhba3D in (.W .K)  then SDisced11zE = 640;

/*
* Universität mit Bachelor
replace SDisced2011z = 640 if (SDbild4C == 16) & (SDbild1D == .) & (SDhba3B == 1)
replace SDisced2011z = 640 if (SDbild4C == 16) & (SDbild1D == .f) & (SDhba3B == 1)
replace SDisced2011z = 640 if (SDbild4C == 16) & inrange(SDbild1D,1,8) & (SDhba3B == 1) */
if (SDbild4F = 3) and SDbild1H in (1 2 3 4 5 6) and (SDhba3D = 1)  then SDisced11zE = 640;

/*
* Universität ohne Angabe zur Art des Abschlusses (Annahme: Bachelor)
replace SDisced2011z = 640 if (SDbild4C == 16) & (SDbild1D == .) & (SDhba3B == .)
replace SDisced2011z = 640 if (SDbild4C == 16) & (SDbild1D == .f) & (SDhba3B == .)
replace SDisced2011z = 640 if (SDbild4C == 16) & inrange(SDbild1D,1,8) & (SDhba3B == .) */
if (SDbild4F = 3) and SDbild1H in (1 2 3 4 5 6) and SDhba3D in (.W .K) then SDisced11zE = 640;

/*
* Hochschulabschluss (Berufsakademie, Verwaltungs-FH, Fachhochschule) und Master
replace SDisced2011z = 740 if inrange(SDbild4C,13,15) & (SDbild1D == .) & (SDhba3B == 2)
replace SDisced2011z = 740 if inrange(SDbild4C,13,15) & (SDbild1D == .f) & (SDhba3B == 2)
replace SDisced2011z = 740 if inrange(SDbild4C,13,15) & inrange(SDbild1D,1,8) & (SDhba3B == 2) */
if SDbild4F in (1 2) and SDbild1H in (1 2 3 4 5 6) and (SDhba3D = 2)  then SDisced11zE = 740;

/*
* Universität mit Master oder Diplom
replace SDisced2011z = 740 if (SDbild4C == 16) & (SDbild1D == .) & inrange(SDhba3B,2,3)
replace SDisced2011z = 740 if (SDbild4C == 16) & (SDbild1D == .f) & inrange(SDhba3B,2,3)
replace SDisced2011z = 740 if (SDbild4C == 16) & inrange(SDbild1D,1,8) & inrange(SDhba3B,2,3) */
if (SDbild4F = 3) and SDbild1H in (1 2 3 4 5 6) and SDhba3D in (2 3) then SDisced11zE = 740;

/*
* Hochschulabschluss ohne nähere Angabe (Annahme: Berufsakademie, (Verwaltungs-)Fachhochschule)
* und ohne Angabe zur Art des Abschlusses (Annahme: Bachelor)
replace SDisced2011z = 640 if (SDbild4C == 17) & (SDbild1D == .) & (SDhba3B == .)
replace SDisced2011z = 640 if (SDbild4C == 17) & (SDbild1D == .f) & (SDhba3B == .)
replace SDisced2011z = 640 if (SDbild4C == 17) & inrange(SDbild1D,1,8) & (SDhba3B == .) */
if (SDbild4F = 4) and SDbild1H in (1 2 3 4 5 6) and SDhba3D in (.W .K) then SDisced11zE = 640;

/*
* Hochschulabschluss ohne nähere Angabe (Annahme: Berufsakademie, (Verwaltungs-)Fachhochschule) mit Bachelor oder Diplom 
replace SDisced2011z = 640 if (SDbild4C == 17) & (SDbild1D == .) & inlist(SDhba3B,1,3)
replace SDisced2011z = 640 if (SDbild4C == 17) & (SDbild1D == .f) & inlist(SDhba3B,1,3)
replace SDisced2011z = 640 if (SDbild4C == 17) & inrange(SDbild1D,1,8) & inlist(SDhba3B,1,3) */
if (SDbild4F = 4) and SDbild1H in (1 2 3 4 5 6) and SDhba3D in (1 3) then SDisced11zE = 640;

/*
* Hochschulabschluss ohne nähere Angabe (Annahme: Berufsakademie, (Verwaltungs-)Fachhochschule) mit Master 
replace SDisced2011z = 740 if (SDbild4C == 17) & (SDbild1D == .) & (SDhba3B == 2)
replace SDisced2011z = 740 if (SDbild4C == 17) & (SDbild1D == .f) & (SDhba3B == 2)
replace SDisced2011z = 740 if (SDbild4C == 17) & inrange(SDbild1D,1,8) & (SDhba3B == 2) */
if (SDbild4F = 4) and SDbild1H in (1 2 3 4 5 6) and (SDhba3D = 2) then SDisced11zE = 740;

/*
* Promotion
replace SDisced2011z = 840 if (SDbild4C > 0) & (SDbild1D > 0) & (SDhba3B == 4) 
RKU: 11.05.2016 Rücksprache mit Lars: Wenn Promotion dann immer Hohe Bildung --> 840; */
if (SDhba3D = 4) then SDisced11zE = 840;


/* Ergaenzungen, von fehlenden Kategorien*/
if SDbild4F = 10 and SDbild1H = 1 then SDisced11zE = 454;
if SDbild4F = 9 and SDbild1H = 1 then SDisced11zE = 454;
if SDbild4F = 9 and SDbild1H = 2 then SDisced11zE = 353;
if SDbild4F = 12 and SDbild1H = 1 then SDisced11zE = 454;
if SDbild4F = 14 and SDbild1H = 1 then SDisced11zE = 344;
if SDbild4F = . And SDbild1H = 4 then SDisced11zE = 100;
if SDbild4F = 15 and SDbild1H = 4 then SDisced11zE = 100;
if SDbild4F = 13 and SDbild1H = 5 then SDisced11zE = 354;
if SDbild4F = 14 and SDbild1H = 5 then SDisced11zE = 253;
if SDbild4F = 15 and SDbild1H = 6 then SDisced11zE = 100;


/*09.06.2020 SSB neue Zeile nach Rücksprache S. Müters */
if  SDbild4F = .  And SDbild1H = 6 then SDisced11zE = 100;";Ordinal;;;
;;;;;;;;;;;;;;
GEDA19;Soziodemografie (1704);Bildung (170402);SDisced11zB;;17;Abt2_DS;ISCED (2011) - Klassifikation, 2stellig;SDbild1H SDbild4F_h1 SDbild4F_h2;"Bildungsgruppen in 10 Kategorien analog zu GEDA14 gebildet.
Wird aus SDbild1H, SDbild4F_h1 und SDbild4F_h2 gebildet.
SDisced11 ist Missing, wenn mindestens eine der Variablen SDbild1H, SDbild4F_h1 oder SDbild4F_h2 Missing ist.";"/*
* ISCED 2011-2steller
recode SDisced2011z (100=10) (244=24) (253=25) (344=34) (354=35) (353=35) (454=45) (453=45) (640=64) (650=65) (740=74) (840=84) (.=.), gen(SDisced2011_2)*/
if SDisced11zE = 100 then SDisced11zB = 10; 
if SDisced11zE = 244 then SDisced11zB = 24;
if SDisced11zE = 253 then SDisced11zB = 25; 
if SDisced11zE = 344 then SDisced11zB = 34;
if SDisced11zE = 354 then SDisced11zB = 35; 
if SDisced11zE = 353 then SDisced11zB = 35; 
if SDisced11zE = 454 then SDisced11zB = 45; 
if SDisced11zE = 453 then SDisced11zB = 45; 
if SDisced11zE = 640 then SDisced11zB = 64; 
if SDisced11zE = 650 then SDisced11zB = 65; 
if SDisced11zE = 740 then SDisced11zB = 74;  
if SDisced11zE = 840 then SDisced11zB = 84; 
if SDisced11zE = . Then SDisced11zB = .;";Ordinal;SDisced11zB;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;10;ISCED 10
;;;;;;;;;;;;;24;ISCED 24
;;;;;;;;;;;;;25;ISCED 25
;;;;;;;;;;;;;34;ISCED 34
;;;;;;;;;;;;;35;ISCED 35
;;;;;;;;;;;;;45;ISCED 45
;;;;;;;;;;;;;64;ISCED 64
;;;;;;;;;;;;;65;ISCED 65
;;;;;;;;;;;;;74;ISCED 74
;;;;;;;;;;;;;84;ISCED 84
GEDA19;Soziodemografie (1704);Bildung (170402);SDisced11z;;17;Abt2_DS;ISCED (2011) - Klassifikation, 1stellig;SDbild1H SDbild4F_h1 SDbild4F_h2;"Bildungsgruppen in 8 Kategorien für Eurostat, heißt dort HATLEVEL.
Wird aus SDbild1H, SDbild4F_h1 und SDbild4F_h2 gebildet.
SDisced11 ist Missing, wenn mindestens eine der Variablen SDbild1H, SDbild4F_h1 oder SDbild4F_h2 Missing ist.";"/*
* ISCED 2011-1steller
recode SDisced2011z (100=1) (244=2) (253=2) (344=3) (354=3) (353=3) (454=4) (453=4) (640=6) (650=6) (740=7) (840=8) (.=.) */
if SDisced11zE = 100 then SDisced11z = 1; 
if SDisced11zE = 244 then SDisced11z = 2;
if SDisced11zE = 253 then SDisced11z = 2;
if SDisced11zE = 344 then SDisced11z = 3; 
if SDisced11zE = 354 then SDisced11z = 3; 
if SDisced11zE = 353 then SDisced11z = 3; 
if SDisced11zE = 454 then SDisced11z = 4; 
if SDisced11zE = 453 then SDisced11z = 4; 
if SDisced11zE = 640 then SDisced11z = 6; 
if SDisced11zE = 650 then SDisced11z = 6; 
if SDisced11zE = 740 then SDisced11z = 7; 
if SDisced11zE = 840 then SDisced11z = 8; 
if SDisced11zE = .  Then SDisced11z = .;";Ordinal;SDisced11z;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;ISCED 0
;;;;;;;;;;;;;1;ISCED 1
;;;;;;;;;;;;;2;ISCED 2
;;;;;;;;;;;;;3;ISCED 3
;;;;;;;;;;;;;4;ISCED 4
;;;;;;;;;;;;;6;ISCED 6
;;;;;;;;;;;;;7;ISCED 7
;;;;;;;;;;;;;8;ISCED 8
GEDA19;Soziodemografie (1704);Bildung (170402);SDisced11;;17;Abt2_DS;ISCED (2011) - Bildungsgruppen;SDbild1H SDbild4F_h1 SDbild4F_h2;"Bildungsgruppen in 3 Kategorien (niedrig, mittel, hoch).
Wird aus SDbild1H, SDbild4F_h1 und SDbild4F_h2 gebildet.
SDisced11 ist Missing, wenn mindestens eine der Variablen SDbild1H, SDbild4F_h1 oder SDbild4F_h2 Missing ist.";"/*
* ISCED-Variable in Kategorien
recode SDisced2011 (1/2=1) (3/4=2) (5/8=3) */
if SDisced11z in (1 2) then SDisced11 = 1;
if SDisced11z in (3 4) then SDisced11 = 2;
if SDisced11z in (5 6 7 8) then SDisced11 = 3;";Ordinal;SDisced11f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Niedrig
;;;;;;;;;;;;;2;Mittel
;;;;;;;;;;;;;3;Hoch
GEDA19;Soziodemografie (1704);Bildung (170402);SDisced11zD;;17;Abt2_DS;ISCED (2011) - Klassifikation, Einteilung nach L. Kroll;SDbild1H SDbild4F_h1 SDbild4F_h2;;"/* ISCED-Variable in Kategorien für die Gewichtung*/

if SDisced11zB in (10 24 25 ) then SDisced11zD = 1;
if SDisced11zB in (34 45 ) then SDisced11zD = 3;
if SDisced11zB in (35 ) then SDisced11zD = 2;
if SDisced11zB in (55 64 65 74 84 ) then SDisced11zD = 4;";Ordinal;SDisced11D;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Untere Bildung
;;;;;;;;;;;;;2;Mittlere Bildung - ohne Abitur
;;;;;;;;;;;;;3;Mittlere Bildung - mit Abitur
;;;;;;;;;;;;;4;Hohe Bildung
GEDA19;Soziodemografie (1704);Bildung (170402);SDcasminz;;17;Abt2_DS;CASMIN - Klassifikation;SDbild1 SDbild4B;"Generierte Variable, analog zu GEDA14 gebildet.
Bildung in 9 Gruppen aus den Variablen SDbild1 und SDbild4.
SDcasminz ist Missig, wenn SDbild1 oder SDbild4B Missing sind.";"/* 1. Zeile der Zordnungstabelle */

if SDbild4F = . and SDbild1H in (.W .K) then SDcasminz = .;
if SDbild4F = . and SDbild1H in (5 6) then SDcasminz = 1;
if SDbild4F = . and SDbild1H in (2 3) then SDcasminz = 2;
if SDbild4F = . and SDbild1H = 2 then SDcasminz = 4;
if SDbild4F = . and SDbild1H = 1 then SDcasminz = 6;

/* 2. bis 5. Zeile der Zordnungstabelle*/
if SDbild4F in (1 10) and SDbild1H in (.W .K) then SDcasminz = 1;
if SDbild4F in (1 10) and SDbild1H in (3 4) then SDcasminz = 2;
if SDbild4F in (.  15)  and SDbild1H in (3 4) then SDcasminz = 2;
if SDbild4F in (14 15) and SDbild1H = 3 then SDcasminz = 2;
if SDbild4F in (14 15) and SDbild1H = 2 then SDcasminz = 4;
if SDbild4F in (14 15) and SDbild1H= 1 then SDcasminz = 6;
if SDbild4F =14 and SDbild1H= 4 then SDcasminz = 2;
if SDbild4F =14 and SDbild1H= 4 then SDcasminz = 2;
if SDbild4F =14 and SDbild1H= 5 then SDcasminz = 1;
if SDbild4F =15 and SDbild1H= 5 then SDcasminz = 1;


/* 6. bis 15. Zeile der Zordnungstabelle*/
if SDbild4F in ( 5 6 7 8 9 10 11 12 13) and SDbild1H in (.K .W  3 4 5 6 ) then Sdcasminz = 3;
if SDbild4F in ( 5 6 7 8 9 10 11 12 13) and SDbild1H = 3  then Sdcasminz = 3;
if SDbild4F in ( 5 6 7 8 9 10 11 12 13) and SDbild1H = 2  then Sdcasminz = 5;
if SDbild4F in ( 5 6 7 8 9 10 11 12 13) and SDbild1H = 1 then Sdcasminz = 7;


/* 16. bis 18. Zeile der Zordnungstabelle*/
if SDbild4F in (1 2) then Sdcasminz = 8;

/* 19. und 20. Zeile der Zordnungstabelle*/
if SDbild4F = 3 then Sdcasminz = 9;
if SDbild4F = 4 then Sdcasminz = 9;
  /* Die Kategorie ""Hochschulabschluss o.n.A. zur Art der Hochschule"" wird hier als Hochschulabschluss (9) gewertet, da es sich überwiegend um Diplome handelt und diese (laut GEDA 2013s-Daten) mehrheitlich an Universitäten erworben werden.*/

/* 21. Zeile der Zordnungstabelle*/
if SDhba3D = 4 then Sdcasminz = 9;";Ordinal;SDcasminz;;
;;;;;;;;;;;;;-96;Filterbed. fehlend (lebt nicht im HH)
;;;;;;;;;;;;;-97;Nicht erhoben (18+ Jahre)
;;;;;;;;;;;;;1;1a
;;;;;;;;;;;;;2;1b
;;;;;;;;;;;;;3;1c
;;;;;;;;;;;;;4;2b
;;;;;;;;;;;;;5;2a
;;;;;;;;;;;;;6;2c-gen
;;;;;;;;;;;;;7;2c-voc
;;;;;;;;;;;;;8;3a
;;;;;;;;;;;;;9;3b
GEDA19;Soziodemografie (1704);Bildung (170402);SDcasmin;;17;Abt2_DS;CASMIN - Bildungsgruppen;SDbild1 SDbild4B;"Generierte Variable, analog zu GEDA14 gebildet.
Bildung in 3 Gruppen aus den Variablen SDbild1 und SDbild4.
SDcasmin ist Missig, wenn SDbild1 oder SDbild4B Missing sind.";"if SDcasminz in (1 2 3) then SDcasmin=1;
if SDcasminz in (4 5 6 7) then SDcasmin=2;
if SDcasminz in (8 9) then SDcasmin=3;";Ordinal;SDcasmin;;
;;;;;;;;;;;;;-96;Filterbed. fehlend (lebt nicht im HH)
;;;;;;;;;;;;;-97;Nicht erhoben (18+ Jahre)
;;;;;;;;;;;;;1;Einfache Bildung
;;;;;;;;;;;;;2;Mittlere Bildung
;;;;;;;;;;;;;3;Höhere Bildung
GEDA19;Soziodemografie (1704);Bildung (170402);SDkldb2010;;17;Abt2_DS;Beruf: Klassifikation der Berufe des Stat. Bundesamtes (KldB 2010);siehe Dateninfo;Die Abfrage der Berufe und durchgeführten Tätigkeiten  wurde zunächst in die sogenannte (nationale) Klassifikation der Berufe 2010 (KldB10) kodiert und die daraus resultierenden Codes in die International Standard Classification of Occupations 2008 (ISCO 08) umgewandelt. Bei dem Prozess handelt es sich um eine Computergestützte manuelle Kodierung. Die Software wurde am RKI programmiert und weiterentwickelt. Auf  Basis der Berufsnennung der Teilnehmenden wird via Textabgleich mit einer hinterlegten Liste von der Agentur für Arbeit   ein Katalog aus maximal 20 verschiedenen Vorschlägen generiert und nach Übereinstimmung geordnet angezeigt. Neben der Berufsbezeichnung und der Tätigkeitsbeschreibung, welche die Grundlage für die Entscheidung bilden, werden den Kodierenden noch eine Reihe weiterer Variablen zur Unterstützung der Entscheidungsfindung angezeigt. Hier zu nennen sind Selbstangaben von: Art der Ausbildung, Branche, berufliche Stellung, Betriebsgröße, Führungstätigkeit, Ausbildungs- und Bildungsabschluss. Sollten die 20 vorgegebenen Codes nicht zutreffend sein, können die Kodierenden manuell einen anderen Code vergeben.;;Nominal;;;
;;;;;;;;;;;;;;
GEDA19;Soziodemografie (1704);Bildung (170402);SDjobisco;;17;Abt2_DS;Beschäftigung im Hauptjob ISCO-08 (EHIS);siehe Dateninfo;Nach Abschluss der KldB10-Kodierung wurden die Codes in die ISCO-08 überführt. Dabei wurde der Großteil durch einen eineindeutigen Umsteigeschlüssel von der Agentur für Arbeit  automatisch umgewandelt. Die verbleibenden ca. 30% der Fälle werden manuell den aus der o.g. Tabelle zur Verfügung stehenden Codes zugeordnet. Die maximale Anzahl an möglichen ISCO-08-Codes beträgt vier.;"if SDmainstatB NE 10 then Sdjobisco = "".F"";";Nominal;SDjobisco;;
;;;;;;;;;;;;;-96;Filterbed. fehlend (keine Beschäftigung)
